ID,Title,Author(s),Source,Journal,Language(s),Publication year,PID_limpo,URL_PT,Titulo_PT,Resumo_PT,Palavras_Chave_PT,status,fonte_extracao,url_acedida
S1414-462X2022005011202-scl,Use and need of dental prosthesis among community dwelling elderly: a cross-sectional population-based study,"Peron, Damieli, Muniz, Francisco Wilker Mustafa Gomes, Colaço, Jaqueline, Marostega, Milena Giotti, Dias, Jéssica Jardim, Rösing, Cassiano Kuchenbecker, Colussi, Paulo Roberto Grafitti",Cadernos Saúde Coletiva; (ahead); -,Cadernos Saúde Coletiva,Inglês,2022,S1414-462X2022005011202,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-462X2022005011202&tlng=pt,Uso e necessidade de próteses dentárias em idosos domiciliados: um estudo transversal de base populacional,"Introdução Pelo uso de próteses dentárias completas ou parciais, função, estética e fonética são reestabelecidas. Poucos estudos de base população estão disponíveis na literatura utilizando a população idosa.  Objetivo Avaliar o uso e a necessidade de prótese dentária, bem como seus fatores associados.  Método Esse estudo incluiu uma amostra randômica de 287 idosos da cidade de Cruz Alta, no Brasil. Uso e necessidade de prótese dentária foram os desfechos primários, e dois modelos analíticos foram construídos. No uso de prótese dentária, análises de subgrupos foram realizadas para Prótese Parcial Fixa (PPF) e Prótese Removível (parcial e/ou completa) (PR).  Resultados Uso e necessidade de prótese dentária foram detectados em 83,6% (n=240) e 42,5% (n=122) dos idosos, respectivamente. Mulheres apresentaram significativa maior Razão de Prevalência (RP) para o uso de prótese dentária (RP:1,15; IC95%:1,02–1,28) e menor necessidade (RP:0,70; IC95%:0,54–0,91). Nenhuma associação significativa foi encontrada para o uso de PPF em relação aos gêneros. Alto nível educacional esteve associado ao menor uso de prótese (RP:0,73; IC95%:0,58–0,91), quando comparado com escolaridade baixa. Escolaridade média mostrou significativa menor necessidade de prótese dentária (RP:0,61 – IC95%:0,39–0,94). Aqueles que não utilizam álcool apresentaram um menor uso de PPF e PR (RP:0,46; IC95%:0,23–0,93 e 0,90;0,81–0,99, respectivamente).  Conclusão Uso e necessidade de prótese dentária estão associados ao gênero, nível educacional e fatores comportamentais.",prótese dentária; perda de dente; envelhecimento; fatores de risco,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S1414-462X2022005011202&collection=scl&format=json
S1517-97022022000100766-scl,Bibliotecas escolares e salas de leitura importam para o aprendizado dos estudantes?,"Miranda, Cecília Coutinho de, Braga, Daniel Santos, Cavalcanti, Ana Paula Campos",Educação e Pesquisa; 48(); -,Educação e Pesquisa,Português,2022,S1517-97022022000100766,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022022000100766&tlng=pt,Bibliotecas escolares e salas de leitura importam para o aprendizado dos estudantes?,"O artigo discute a relação entre a existência e a utilização de espaços escolares para práticas de leitura e o desempenho em exames de proficiência em leitura de estudantes de escolas públicas e privadas no Brasil. Neste trabalho, espaços de leitura são compreendidos como bibliotecas escolares e salas de leitura. Foram utilizados os resultados do Sistema de Avaliação da Educação Básica de 2017, de alunos do 9º ano do ensino fundamental. Com base nesses dados e por meio de uma análise fatorial, elaborou-se um indicador de espaços de leitura. A partir desse indicador, foram realizadas estatísticas descritivas e inferenciais que demonstraram a pertinência do constructo. O pressuposto estabelecido é de que apenas a existência dos recursos escolares não é condição suficiente para a garantia do aprendizado, dependendo também do trabalho pedagógico nesses espaços e suas condições de uso. Os achados indicam associação entre a existência e utilização dos espaços de leitura nas escolas com melhores resultados obtidos pelos estudantes no tocante à proficiência em leitura. Os resultados apontam também que os espaços de leitura repercutem mais em escolas de nível socioeconômico mais baixo, nas quais a existência de recursos escolares, associados à utilização adequada, se convertem em vantagens, em termos de aprendizado para os alunos.",Biblioteca escolar; Sala de leitura; Proficiência em leitura; Avaliação educacional,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S1517-97022022000100766&collection=scl&format=json
S1517-97022022000100765-scl,A formatação da prova afeta o desempenho dos estudantes? Evidências do Enem (2016),"Barichello, Leonardo, Guimarães, Rita Santos, Figueiredo Filho, Dalson Britto",Educação e Pesquisa; 48(); -,Educação e Pesquisa,"Português, Inglês",2022,S1517-97022022000100765,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022022000100765&tlng=pt,A formatação da prova afeta o desempenho dos estudantes? Evidências do Enem (2016),"Este artigo analisa o impacto da posição em que as questões são apresentadas sobre o desempenho dos estudantes no Exame Nacional do Ensino Médio (Enem) no Brasil em 2016. A partir de uma amostra de 4.427.790 casos, calculamos o índice de acerto por questão para os diferentes cadernos de prova da área de Matemática e suas Tecnologias. Os resultados indicam a presença do efeito fadiga na prova do Enem 2016, ou seja, a ordem de apresentação das questões afeta a proporção de respostas corretas, que diminui à medida que o item é apresentado mais próximo do final da prova. As evidências exploratórias também sugerem que o efeito fadiga se manifesta tanto em estudantes de baixo quanto de alto desempenho. Por exemplo, a posição do item reduziu o índice de acerto em até 18 pontos percentuais, controlando pelo nível de desempenho. Este artigo faz a primeira avaliação empírica do efeito fadiga no Enem e os resultados representam uma contribuição para a literatura sobre influências não cognitivas em avaliação e são úteis para fundamentar estudos mais sistemáticos sobre o impacto do efeito fadiga em testes padronizados de larga escala, inclusive para além do caso específico analisado. Ao final, sugerimos medidas que podem mitigar esse efeito no Enem.",Efeito fadiga; Testes padronizados; Enem; Microdados; Desempenho educacional,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S1517-97022022000100765&collection=scl&format=json
S0104-40362022005006203-scl,Learning loss and learning inequality during the Covid-19 pandemic,"Bartholo, Tiago Lisboa, Koslinski, Mariane Campelo, Tymms, Peter, Castro, Daniel Lopes",Ensaio: Avaliação e Políticas Públicas em Educação; (ahead); -,Ensaio: Avaliação e Políticas Públicas em Educação,Inglês,2022,S0104-40362022005006203,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362022005006203&tlng=pt,Perda de aprendizagem e desigualdade de aprendizagem durante a pandemia de Covid-19,"O artigo estima os efeitos do fechamento das escolas para atividades presenciais durante a pandemia do Covid-19 no aprendizado e nas desigualdade de aprendizagem. Utiliza dados longitudinais de 671 crianças (5 e 6 anos), matriculadas no 2º ano da pré-escola em 2019 e 2020 na cidade do Rio de Janeiro. Todas as crianças foram avaliadas no início e ao final do ano letivo e modelos de valor agregado foram utilizados para estimar o impacto do fechamento das escolas. Os resultados sugerem impactos de 0,23 e 0,25 desvio padrão para Linguagem e Matemática. A coorte de 2020 aprendeu o equivalente a 65% tendo a coorte de 2019 como parametro e crianças de nível socioeconomico mais baixo foram mais fortemente impactadas, tendo aprendido apenas 48% do estimado para condições normais com aulas presenciais. Os resultados sugerem um aumento das desigualdades de aprendizagem durante a pandemia. Implicações para política educacional e ações para um plano nacional de recuperação do aprendizado são discutidos.",Perda de Aprendizado; Desigualdades de Aprendizagem; Pandemia; Desenvolvimento Infantil; Estudo Longitudinal,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S0104-40362022005006203&collection=scl&format=json
S0100-55022022000300403-scl,The teaching of anatomy during the Covid-19 pandemic,"Brandão, Júlia Mendes, Silva, Isabella Ally Vasconcelos, Moura, Túlio Carmona, Zimmermann, Daniel Martins Vieira, Favaro, Wagner José, Appenzeller, Simone",Revista Brasileira de Educação Médica; 46(3); -,Revista Brasileira de Educação Médica,Inglês,2022,S0100-55022022000300403,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022022000300403&tlng=pt,O ensino de anatomia durante a pandemia de Covid-19,"Resumo:  Introdução:  A anatomia humana é uma disciplina indispensável para a formação médica. Além do conteúdo teórico, sabe-se que o aprendizado por meio da prática é insubstituível. Entretanto, a pandemia de Covid-19 impôs desafios ao ensino de anatomia. Por isso, novas estratégias de ensino foram desenvolvidas para adaptar o currículo médico.  Relato de experiência:  Na Unicamp, o conteúdo de anatomia foi oferecido virtualmente por meio de atividades síncronas e assíncronas. Para as práticas, professores e monitores gravaram aulas com peças anatômicas verdadeiras. Os alunos também tiveram monitorias com revisão de conteúdo e quizzes. As provas finais foram feitas em formulários do Google Forms. Ao fim de cada semestre letivo, aplicaram-se questionários para que os estudantes avaliassem as novas ferramentas de ensino.  Discussão:  O novo método teve pontos positivos e negativos, mas foi importante para garantir a manutenção do processo de ensino-aprendizagem. Todas as ferramentas foram aprovadas pelos alunos, e atingiram-se os objetivos do curso sem financiamento adicional.  Conclusão:  Essa experiência demonstrou que a união entre professores e monitores é de grande valia para o processo de ensino-aprendizagem. Além disso, revelou que ferramentas tecnológicas de baixo custo podem ser úteis nesse contexto. Entretanto, esse modelo não substitui o ensino presencial.",Anatomia; Ensino On-line; Educação Médica; Covid-19,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S0100-55022022000300403&collection=scl&format=json
S1517-97022022000100757-scl,O Programa de Apoio a Planos de Reestruturação e Expansão das Universidades Federais (REUNI): articulações com a nova gestão pública,"Rothen, José Carlos, Ramos, Géssica Priscila, Borges, Regilson Maciel, Silveira, Ana Paula, Fernandes, Maria Cristina da Silveira Galan",Educação e Pesquisa; 48(); -,Educação e Pesquisa,"Português, Inglês",2022,S1517-97022022000100757,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022022000100757&tlng=pt,O Programa de Apoio a Planos de Reestruturação e Expansão das Universidades Federais (REUNI): articulações com a nova gestão pública,"O artigo analisa as políticas institucionais da UFSCar e suas repercussões nas práticas de avaliação e gestão com base nos processos atuais de reconfiguração das políticas e procedimentos de avaliação e de regulação da educação superior brasileira, no contexto do Programa de Apoio a Planos de Reestruturação e Expansão das Universidades Federais (Reuni). A partir de um estudo documental e de entrevistas semiestruturadas com agentes institucionais, toma como objeto de estudo os mecanismos de controle, tendo como categorias e subcategorias: procedimentos de contratualização (definição das metas); políticas institucionais (atores: papéis e responsabilidades; ações de gestão); e performatividade (processos reguladores; controle a distância; processos de avaliação; e prestação de contas). Os resultados indicam que, não obstante a conveniência da adesão ao Reuni pela UFSCar, posto pelos enlaces provenientes da compatibilidade de objetivos de expansão e do modelo gerencial adotado, o referido Programa acabou intensificando mecanismos da Nova Gestão Pública que já estavam presentes na gestão da universidade. Isso impactou diretamente na gestão da Instituição: a burocracia interna incorporou mecanismos de controle externo, atendendo à demanda de controle a distância, gerou novas demandas e ênfases, criando novos problemas administrativos e explicitando algumas deficiências da universidade a partir de seu processo de expansão pelo Reuni.",Nova gestão pública; Reuni; Administração da educação superior,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S1517-97022022000100757&collection=scl&format=json
S1983-36522022000100238-scl,Engaging pre-service English teachers in Sheltered Instruction Model - mediated content and language learning: a microethnographic classroom-based study,"Yanto, Elih Sutisna",Texto Livre; 15(); -,Texto Livre,Inglês,2022,S1983-36522022000100238,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-36522022000100238&tlng=pt,Envolvendo professores de inglês pré-serviço em modelo de instrução protegido - conteúdo mediado e aprendizagem de línguas: um estudo microetnográfico baseado em sala de aula,"Este estudo emprega o modelo Sheltered Instruction (SI) e um estudo microetnográfico baseado em sala de aula para desenvolver o conteúdo (ou seja, pesquisa quantitativa no ensino de inglês) e o avanço do aprendizado de idiomas de professores de inglês pré-serviço (doravante PETS), que inclui planejamento e preparação de aulas, construção de um pano de fundo, informações compreensíveis, estratégias, interação, prática/aplicação, apresentação de aulas e avaliação. Setenta estudantes de Educação Inglesa matriculados no curso de Pesquisa Quantitativa no Ensino da Língua Inglesa (ELT) na Universitas Singaperbangsa Karawang, da Indonésia, se ofereceram para participar do estudo. Neste estudo, os dados foram coletados usando artefatos de trabalho dos alunos: questionários, notas de discussão em sala de aula e diários reflexivos. Os resultados de um estudo de conteúdo qualitativo indicam que o modelo SI de conteúdo e aprendizagem de idiomas ajuda o PETS a melhorar sua linguagem acadêmica. Este estudo também mostra que empregar o SI como modelo de intervenção pode ajudar os professores de inglês em formação a melhorar suas habilidades de linguagem acadêmica no conteúdo ou área de assunto no contexto do inglês como língua estrangeira.",Ensino de língua inglesa; Pesquisa quantitativa; Modelo de instrução protegido; Teoria sociocultural,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S1983-36522022000100238&collection=scl&format=json
S0103-51502022000500213-scl,Behavioral therapy in the treatment of urinary incontinence: quality of life and severity,"Méndez, Luísa María Gómez, Moura, Anna Caroline Ribeiro de, Cunha, Rayanne Moreira da, Figueiredo, Vilena Barros de, Moreira, Mayle Andrade, Nascimento, Simony Lira do",Fisioterapia em Movimento; 35(spe); -,Fisioterapia em Movimento,"Inglês, Português",2022,S0103-51502022000500213,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502022000500213&tlng=pt,Terapia comportamental no tratamento da incontinência urinária: qualidade de vida e gravidade,"Introdução: A terapia comportamental (TC) é uma associação de técnicas que visam minimizar ou abolir sintomas urinários, incluindo a incontinência urinária (IU), por meio da educação sobre a condição de saúde, mudanças em hábitos de vida e alimentares e treinamento vesical.  Objetivo: Analisar se existe alteração da qualidade de vida e da gravidade da IU após terapia comportamental em grupo de mulheres com IU.  Métodos: Estudo observacional prospectivo realizado em um serviço público de fisioterapia pélvica. Mulheres com IU de qualquer etiologia e maiores de 18 anos foram submetidas a um protocolo de quatro encontros de TC em grupo, semanalmente, como primeira opção de tratamento para IU. Os desfechos, impacto da IU na qualidade de vida (QV) e classificação da gravidade da IU foram avaliados antes, imediatamente após e um mês depois da TC pelos questionários King's Health Questionnaire (KHQ) e Incontinence Severity Index (ISI).  Resultados: Amostra de 146 participantes. Observou-se redução do impacto da IU na QV nos domínios do KHQ: impacto da IU, limitações físicas, relações pessoais, emoções, percepção geral de saúde (p < 0,05) imediatamente após a TC. Após um mês, observou-se redução nos domínios de impacto da IU nas limitações de atividades diárias, limitações físicas, percepção geral de saúde, emoções e sono (p < 0,05), além da redução na classificação de gravidade da IU avaliada pelo ISI (p < 0,001).  Conclusão: Houve melhora da QV e diminuição da gravidade da IU em mulheres com IU submetidas à TC em grupo como primeira opção de tratamento.",Terapia comportamental; Fisioterapia; Incontinência urinária,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S0103-51502022000500213&collection=scl&format=json
S2176-91332022000100360-scl,PERCEPÇÕES DOS RECRUTADOS SOBRE A AÇÃO ESTRATÉGICA “O BRASIL CONTA COMIGO”,"Cunha, Inara Pereira da, Moraes, Sílvia Helena Mendonça de, Pereira, Ewângela Aparecida, Oshiro, Maria de Lourdes, Assis, André Vinicius Batista de, Pessalacia, Juliana Dias Reis, Nascimento, Débora Dupas Gonçalves do",Cogitare Enfermagem; 27(); -,Cogitare Enfermagem,"Espanhol, Inglês, Português",2022,S2176-91332022000100360,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2176-91332022000100360&tlng=pt,PERCEPÇÕES DOS RECRUTADOS SOBRE A AÇÃO ESTRATÉGICA “O BRASIL CONTA COMIGO”,"Objetivo: analisar as percepções de acadêmicos e supervisores sobre a ação estratégica “O Brasil Conta Comigo”.  Método: estudo transversal realizado em Mato Grosso do Sul - Brasil, de dezembro de 2020 a março de 2021, em duas etapas: 1) Exploratória (quantitativa), via análise de relatórios dos 33 supervisores e 90 acadêmicos convocados, aplicação de questionário on-line; 2) Profundidade (qualitativa), utilizando a técnica do grupo focal remoto, com amostra por conveniência. Realizada análise descritiva e de conteúdo.  Resultados: foram identificados os motivos de adesão e permanência à ação (bolsa, horas de estágio e responsabilidade social), os aspectos pedagógicos (capacitação, avaliação e apoio das instituições de ensino e gestão) e as contribuições da ação (assistência e formação profissional).  Conclusão: as percepções gerais dos recrutados são positivas. Aspectos pedagógicos relacionados à avaliação dos acadêmicos e apoio das instituições de ensino superior devem ser revistos, para ações mais assertivas em momentos de crise sanitária.",Educação Superior; Sistema Único de Saúde; COVID-19; Capacitação de Recursos Humanos em Saúde; Pesquisa em Sistemas de Saúde Pública,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S2176-91332022000100360&collection=scl&format=json
S0102-311X2022000905003-scl,Prevalence and associated factors with homeopathy use in Brazil: a population-based study,"Faisal-Cury, Alexandre, Rodrigues, Daniel Maurício de Oliveira",Cadernos de Saúde Pública; 38(9); -,Cadernos de Saúde Pública,Inglês,2022,S0102-311X2022000905003,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2022000905003&tlng=pt,Prevalência e fatores associados ao uso de homeopatia no Brasil: estudo de base populacional,"Apesar da controvérsia sobre sua eficácia, a homeopatia é considerada uma prática médica alternativa ao modelo médico convencional. A prevalência de uso de homeopatia varia muito entre os países e há evidências conflitantes sobre a relação entre fatores sociodemográficos e condições de saúde associadas ao uso da homeopatia. Pretende-se estimar a prevalência de uso de homeopatia e sua associação com autopercepção de saúde, depressão de cada indivíduo e fatores sociodemográficos. Foram utilizados dados de 90.846 participantes da Pesquisa Nacional de Saúde de 2019 (PNS 2019), estudo de base populacional, com método amostral complexo e probabilístico. Foram coletados dados sociodemográficos, clínicos e informações sobre o uso da homeopatia nos últimos 12 meses. Para avaliar depressão, o Questionário de Saúde do Paciente-9 (PHQ-9) foi utilizado. Todas as variáveis foram categorizadas. Foram realizados modelos de regressão logística para obtenção de odds ratios (OR) brutos e ajustados e intervalos de 95% de confiança (IC95%). A prevalência de uso de homeopatia foi de 0,99% (IC95%: 0,98-1,00). Na análise ajustada, as seguintes variáveis estiveram associadas ao maior uso de homeopatia: mulheres, ter mais de 51 anos, ser branca, maior nível socioeconômico e educacional, residindo nas regiões Sul/Sudeste do país, pior estado de saúde autorreferido e depressão. No Brasil, houve um aumento na oferta de diferentes tipos de medicamentos complementares, incluindo a homeopatia. No entanto, o uso do tratamento da homeopatia é muito baixo e está claramente associado a um maior nível socioeconômico, pior estado de saúde autorreferido e depressão.",Homeopatia; Depressão; Terapias Complementares; Medicina Tradicional; Sistema Único de Saúde,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S0102-311X2022000905003&collection=scl&format=json
S0102-46982022000100141-scl,METODOLOGIAS ATIVAS E PORTFÓLIOS AVALIATIVOS: O QUE DIZEM AS PESQUISAS NO BRASIL SOBRE ESSA RELAÇÃO?,"FERRARINI, ROSILEI, BEHRENS, MARILDA APARECIDA, TORRES, PATRICIA LUPION",Educação em Revista; 38(); -,Educação em Revista,"Português, Inglês",2022,S0102-46982022000100141,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982022000100141&tlng=pt,METODOLOGIAS ATIVAS E PORTFÓLIOS AVALIATIVOS: O QUE DIZEM AS PESQUISAS NO BRASIL SOBRE ESSA RELAÇÃO?,"RESUMO: Esta pesquisa qualitativa consistiu-se em uma revisão sistemática integrativa das produções científicas no Brasil, considerando artigos revisados por pares, na área educacional. Buscou-se responder à problemática: qual a relação estabelecida entre as metodologias ativas e o uso de portfólios como procedimento avaliativo? Objetivou-se investigar a necessária relação entre teoria e prática a partir de uma visão de complexidade em educação. Coletaram-se os dados nas plataformas da Capes, Scielo e Redalyc. Com 115 artigos iniciais, após tratamento com critérios de inclusão e exclusão, obtiveram-se para análise final 25 publicações. Constatou-se que metodologias ativas e portfólios, em sua maioria, são aplicados na educação em saúde, em cursos de graduação. Foram identificadas três relações principais: relações legais, educacionais e pedagógicas. O portfólio, para além da avaliação, obtém o status de método de ensino e aprendizagem e um atributo reflexivo ao aliar-se à metodologia da problematização. Como uma visão inovadora da prática pedagógica, fundamenta-se na concepção de educação do paradigma da complexidade aliada à educação transformadora.",metodologias ativas; portfólios; avaliação da aprendizagem; aprendizagem ativa; revisão sistemática integrativa,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S0102-46982022000100141&collection=scl&format=json
S0100-55022022000300207-scl,Collaborative competencies in gerontology: perspective of health undergraduate students,"Curado, Paula Fleury, Santos, Leidiene Ferreira, Silva, Ivanete Pereira da, Maciel, Erika da Silva, Pereira, Ruth Bernardes de Lima, Nunes, Daniella Pires",Revista Brasileira de Educação Médica; 46(3); -,Revista Brasileira de Educação Médica,Inglês,2022,S0100-55022022000300207,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022022000300207&tlng=pt,Competências colaborativas em gerontologia: perspectivas de graduandos da saúde,"Resumo:  Introdução:  A discussão sobre a grade curricular dos cursos da área da saúde torna-se relevante para a proposição de estratégias de ensino que promovam o desenvolvimento de habilidades colaborativas. Tal condição possibilitará uma mudança na cultura de atenção à saúde, principalmente, para as demandas da pessoa idosa.  Objetivo:  Avaliar as competências colaborativas adquiridas por graduandos em uma disciplina de gerontologia.  Método:  Trata-se de um estudo qualitativo, realizado com estudantes dos cursos de Enfermagem, Medicina e Nutrição de uma universidade pública, que cursaram uma disciplina optativa com enfoque interprofissional, em 2019. A coleta de dados incluiu a realização de um grupo focal e a aplicação de uma entrevista semiestruturada. Os dados foram analisados por meio da Análise de Conteúdo.  Resultados:  Nove alunos avaliados relataram o desenvolvimento de competências colaborativas, como trabalho em equipe, comunicação eficiente e planejamento de cuidado integral à pessoa idosa.  Conclusão:  As expressões individualizadas dos alunos participantes deste estudo nos fazem acreditar que a aprendizagem interprofissional se qualifica como uma oportunidade para desenvolver as competências colaborativas.",Relações Interprofissionais; Aprendizado; Comunicação Interdisciplinar; Ensino superior,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S0100-55022022000300207&collection=scl&format=json
S0102-311X2022000805005-scl,Desafios à intersetorialidade no cuidado das crianças com deficiência na perspectiva de profissionais da educação,"Silva, Lenir Nascimento da, Dias, Francine de Souza, Lenzi, Márcia de Freitas, Costa, Izabelle da Silva",Cadernos de Saúde Pública; 38(8); -,Cadernos de Saúde Pública,Português,2022,S0102-311X2022000805005,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2022000805005&tlng=pt,Desafios à intersetorialidade no cuidado das crianças com deficiência na perspectiva de profissionais da educação,"Este artigo identifica e discute fatores que dificultam a articulação interprofissional e intersetorial, por meio de pesquisa realizada em ambiente virtual, com a aplicação de um questionário. É um estudo qualitativo, de natureza aplicada, fruto da interlocução com profissionais de educação que atendem crianças com deficiência, no Município de Duque de Caxias, Rio de Janeiro, Brasil. Avaliamos também as principais normativas sobre direitos da criança e da pessoa com deficiência, além de artigos científicos sobre intersetorialidade. A análise das respostas abertas do questionário é de perspectiva construcionista, feita a partir da produção de sentidos polifônicos. As normativas produzem um contrassenso da indução da intersetorialidade, com reforço da setorialidade, e suas diretrizes não apresentam a dimensão material dos processos políticos, constituindo um campo de implicações para as práticas de inclusão. Identificamos três pilares que limitam a intersetorialidade: sobrecarga de trabalho individual e coletivo; dificuldade de engajamento de outros atores da rede; limitações de conhecimento para lidar com as demandas recebidas. O modo como esses aspectos foram suscitados expressa barreiras de acesso e operacionalização da Rede de Cuidados à Pessoa com Deficiência (RCPD) e reitera contradições produzidas pelas diretrizes normativas que regularizam os exercícios laborais.",Crianças com Deficiência; Educação Especial; Colaboração Intersetorial; Política Pública,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S0102-311X2022000805005&collection=scl&format=json
S0100-55022022000300206-scl,Aderência dos PPC de Medicina aos parâmetros da política de formação médica brasileira,"Novato, Valéria de Oliveira Lemos, Ferreira, Vicente da Rocha Soares, Paschoalotto, Marco Antônio Catussi",Revista Brasileira de Educação Médica; 46(3); -,Revista Brasileira de Educação Médica,"Português, Inglês",2022,S0100-55022022000300206,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022022000300206&tlng=pt,Aderência dos PPC de Medicina aos parâmetros da política de formação médica brasileira,"Resumo:  Introdução:  Pesquisas recentes têm se dedicado a analisar os projetos pedagógicos dos cursos (PPC) de Medicina e o grau de alinhamento deles ao que determina a legislação brasileira para abertura e funcionamento dos cursos no país. No entanto, não há estudos de abrangência nacional que tenham investigado se os PPC de Medicina estão em conformidade com a legislação brasileira vigente.  Objetivo:  Neste estudo, buscou-se analisar a aderência dos PPC de Medicina no Brasil às Diretrizes Curriculares Nacionais (DCN) do ensino médico e ao Programa Mais Médicos para o Brasil (PMM).  Método: Para alcançar esse objetivo, coletaram-se 157 PPC de Medicina no Brasil que foram categorizados em uma escala Likert de aderência, que varia de não aderente (1) a fortemente aderente (5), a partir de três dimensões de análise: aspectos norteadores de formação, aspectos curriculares, aspectos ensino-serviço. Posteriormente, por meio da análise de componentes principais, criou-se o Índice Sintético de Aderência dos PPC. Com o banco de dados criado, aplicaram-se estatísticas descritivas e gráficos relacionais para descrever a situação no Brasil.  Resultado:  Os resultados demonstram o seguinte: 1. a Região Centro-Oeste obteve a melhor performance nas três dimensões analisadas; 2. as instituições públicas (39% do total) têm maior aderência dos PPC aos parâmetros normativos analisados; e 3. a dimensão ensino-serviço aponta maior variação entre os tipos de administração das instituições, com menor aderência das instituições privadas.  Conclusão:  Este trabalho acende um alerta em relação à adequação dos cursos de Medicina das instituições privadas aos parâmetros normativos e legais exigidos para a formação médica no Brasil. Além disso, contribui para a literatura ao apresentar um modelo de avaliação de PPC por meio do Índice Sintético de Aderência dos PPC como sugestão para trabalhos futuros.",Educação em Saúde; Avaliação Educacional; Medicina; Educação Médica,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S0100-55022022000300206&collection=scl&format=json
